event_type,region,country,state,city_code,city_name,date_type,date,name,description,optional,source,started_at,finished_at,created_at,updated_at,revised_at,published_at
HOLIDAY,CITY,BR,SP,3502804,ARAÇATUBA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3501400,ÁLVARO DE CARVALHO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500303,AGUAÍ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500402,ÁGUAS DA PRATA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500550,ÁGUAS DE SANTA BÁRBARA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500600,ÁGUAS DE SÃO PEDRO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500808,ALFREDO MARCONDES,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500907,ALTAIR,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3501004,ALTINÓPOLIS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3501707,AMÉRICO BRASILIENSE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3502606,APARECIDA D'OESTE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3501806,AMÉRICO DE CAMPOS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3501905,AMPARO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3502002,ANALÂNDIA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3502101,ANDRADINA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3502200,ANGATUBA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3502309,ANHEMBI,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3502507,APARECIDA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3556503,VÁRZEA PAULISTA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400027,AMAJARI,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400100,BOA VISTA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400159,BONFIM,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400175,CANTÁ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400209,CARACARAÍ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400308,MUCAJAÍ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400456,PACARAIMA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400472,RORAINÓPOLIS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400506,SÃO JOÃO DA BALIZA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400605,SÃO LUIZ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1501501,BENEVIDES,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RR,1400050,ALTO ALEGRE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1502756,CONCÓRDIA DO PARÁ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3152600,POUSO ALTO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3131604,IRAÍ DE MINAS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3133501,ITAPECERICA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3134905,JACUTINGA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3135050,JAÍBA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3136504,JORDÂNIA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3141009,MATO VERDE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3142700,MONTALVÂNIA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3143302,MONTES CLAROS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3144607,NEPOMUCENO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3145000,NOVA PONTE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3149101,PEDRALVA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3150307,PIEDADE DO RIO GRANDE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3151305,PIRAÚBA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3152501,POUSO ALEGRE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3155504,RIO PARANAÍBA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1503101,GURUPÁ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3170107,UBERABA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1504208,MARABÁ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1505304,ORIXIMINÁ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1505403,OURÉM,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1507300,SÃO FÉLIX DO XINGU,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3170909,VARZELÂNDIA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3170206,UBERLÂNDIA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3169208,TOMBOS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3158003,SANTA MARIA DE ITABIRA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3165404,SAPUCAÍ-MIRIM,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3164704,SÃO SEBASTIÃO DO PARAÍSO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3164407,SÃO SEBASTIÃO DA BELA VISTA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3162906,SÃO JOÃO NEPOMUCENO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3162559,SÃO JOÃO DO MANHUAÇU,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3162401,SÃO JOÃO DA PONTE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3129608,IBIAÍ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2505709,DONA INÊS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4100806,ALVORADA DO SUL,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3130101,IGARAPÉ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3129509,IBIÁ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4124707,SÃO JERÔNIMO DA SERRA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3128402,GUARANI,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3102605,ANDRADAS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4316402,ROSÁRIO DO SUL,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5003207,CORUMBÁ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5004502,ITAPORÃ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5005202,LADÁRIO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5006408,PEDRO GOMES,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5007802,SELVÍRIA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3101508,ALÉM PARAÍBA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3103009,ANTÔNIO DIAS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3118700,COQUEIRAL,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3127107,FRUTAL,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3126703,FRANCISCO SÁ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3121308,DESCOBERTO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3121258,DELTA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3120706,CRUZEIRO DA FORTALEZA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3119708,CORONEL XAVIER CHAVES,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3118601,CONTAGEM,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3106507,BERILO,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3117108,CONCEIÇÃO DA APARECIDA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3116407,CLARAVAL,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3116100,CHAPADA DO NORTE,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3113305,CARANGOLA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3110608,CAMBUÍ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3106705,BETIM,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4103107,BOCAIÚVA DO SUL,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3151602,PLANURA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2803609,LARANJEIRAS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PI,2207009,OEIRAS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2801306,CAPELA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2803302,JAPARATUBA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2804904,PACATUBA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2612604,SANTA MARIA DA BOA VISTA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2610202,PANELAS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2605707,FLORESTA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2602001,BODOCÓ,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PI,2203701,ESPERANTINA,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2800605,BARRA DOS COQUEIROS,FIXED,11-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4200051,ABDON BATISTA,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2409308,PATU,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2408102,NATAL,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4126272,SAUDADE DO IGUAÇU,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3532405,NAZARÉ PAULISTA,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2805000,PEDRA MOLE,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2805802,RIACHÃO DO DANTAS,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4316204,RONDINHA,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4114401,MANGUEIRINHA,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4305959,COTIPORÃ,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4305454,CIDREIRA,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3202504,IBIRAÇU,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2707305,PORTO CALVO,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2904308,BREJÕES,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2302404,BOA VIAGEM,FIXED,11-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3303302,NITERÓI,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4110003,IGUARAÇU,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2513109,SALGADO DE SÃO FÉLIX,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2302008,BARRO,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2313500,TRAIRI,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2511509,PILAR,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2310209,PARACURU,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2308609,MONSENHOR TABOSA,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2306603,ITATIRA,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2303907,CHAVAL,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4215505,SANTA CECÍLIA,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2302909,CAPISTRANO,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3137106,LAGAMAR,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5100805,APIACÁS,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1505486,PACAJÁ,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3501400,ÁLVARO DE CARVALHO,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3531605,MONTE CASTELO,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3541109,PRESIDENTE ALVES,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2108454,PERITORÓ,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,GO,5217104,PIRACANJUBA,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4306205,CRUZEIRO DO SUL,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4309803,IBIAÇÁ,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4123204,SANTA CECÍLIA DO PAVÃO,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100122,JI-PARANÁ,FIXED,11-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4311007,JAGUARÃO,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2927804,SANTA CRUZ DA VITÓRIA,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2915403,ITAJU DO COLÔNIA,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5007505,ROCHEDO,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2803708,MACAMBIRA,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4125209,SÃO JORGE D'OESTE,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100304,VILHENA,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2305308,IBIAPINA,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2804409,NEÓPOLIS,FIXED,11-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2918605,JUSSIAPE,FIXED,11-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2513406,SANTA LUZIA,FIXED,11-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2921401,MIRANGABA,FIXED,11-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4301552,ÁUREA,FIXED,11-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100189,PIMENTA BUENO,FIXED,11-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3553500,TAPIRAÍ,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3301850,GUAPIMIRIM,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3304128,QUATIS,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3306156,VARRE-SAI,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3144409,NATÉRCIA,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3142700,MONTALVÂNIA,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3503406,AREALVA,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2800605,BARRA DOS COQUEIROS,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2801207,CANINDÉ DE SÃO FRANCISCO,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2407807,MONTE ALEGRE,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4302600,BRAGA,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2807501,TOMAR DO GERU,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2805505,POÇO VERDE,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2805406,POÇO REDONDO,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2804904,PACATUBA,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2803906,MALHADOR,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2803401,JAPOATÃ,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2803104,ITABI,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2801405,CARIRA,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4312807,NOVA ARAÇÁ,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2804201,MONTE ALEGRE DE SERGIPE,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4103453,CAFELÂNDIA,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4111407,IVAÍ,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4115408,MARMELEIRO,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4110201,INÁCIO MARTINS,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2312304,SÃO BENEDITO,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2312106,SANTANA DO CARIRI,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2613206,SÃO JOÃO,FIXED,11-25,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4126702,TAMBOARA,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4118105,PARANACITY,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4122701,SABÁUDIA,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4124905,SÃO JOÃO DO CAIUÁ,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3554805,TREMEMBÉ,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4128500,WENCESLAU BRAZ,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2506301,GUARABIRA,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2516003,SOLÂNEA,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100049,CACOAL,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4107504,ENGENHEIRO BELTRÃO,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3203403,MIMOSO DO SUL,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4103503,CALIFÓRNIA,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4104402,CÂNDIDO DE ABREU,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3154705,RIBEIRÃO VERMELHO,FIXED,11-26,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4119004,PÉROLA D'OESTE,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4307401,ESMERALDA,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4119103,PIÊN,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3531001,MONÇÕES,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4319109,SÃO MARTINHO,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3548401,SANTÓPOLIS DO AGUAPEÍ,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3534906,PACAEMBU,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2915007,ITAETÉ,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3552601,TABAPUÃ,FIXED,11-27,Feriado municipal,,,FEBRABAN,,,,,,
