event_type,region,country,state,city_code,city_name,date_type,date,name,description,optional,source,started_at,finished_at,created_at,updated_at,revised_at,published_at
HOLIDAY,CITY,BR,SE,2801306,CAPELA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2709400,VIÇOSA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4316105,RONDA ALTA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4311759,MANOEL VIANA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4312427,MORMAÇO,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4312500,MOSTARDAS,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4312609,MUÇUM,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4313011,NOVA CANDELÁRIA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4313375,NOVA SANTA RITA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4313656,PALMARES DO SUL,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4314407,PELOTAS,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4314506,PINHEIRO MACHADO,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4314605,PIRATINI,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4314902,PORTO ALEGRE,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4315008,PORTO LUCENA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4315602,RIO GRANDE,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4315701,RIO PARDO,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4315107,PORTO XAVIER,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2807600,UMBAÚBA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4318804,SÃO LOURENÇO DO SUL,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2600302,AGRESTINA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2900108,ABAÍRA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4323101,VICENTE DUTRA,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4322004,TRIUNFO,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4321600,TRAMANDAÍ,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4316451,SALTO DO JACUÍ,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4321105,TAPES,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4320701,SOBRADINHO,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4321501,TORRES,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4318507,SÃO JOSÉ DO NORTE,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4317301,SANTA VITÓRIA DO PALMAR,FIXED,02-02,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2311900,SABOEIRO,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3160900,SÃO BRÁS DO SUAÇUÍ,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4322558,VANINI,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4314001,PARAÍ,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2609907,OURICURI,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2608453,LAGOA DO CARRO,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2602209,BOM JARDIM,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3128105,GUAPÉ,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AM,1300706,BOCA DO ACRE,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4218905,URUBICI,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2931202,TAPEROÁ,FIXED,02-03,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AP,1600303,MACAPÁ,FIXED,02-04,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2931202,TAPEROÁ,FIXED,02-04,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3514106,DOIS CÓRREGOS,FIXED,02-04,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3302106,ITAOCARA,FIXED,02-04,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2304350,FORQUILHA,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4210209,MAJOR GERCINO,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5101308,ARENÁPOLIS,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2306553,ITAREMA,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2310258,PARAIPABA,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2313757,UMIRIM,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2313955,VARJOTA,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3102308,ALVINÓPOLIS,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2610905,PESQUEIRA,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2308351,MILHÃ,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2300754,AMONTADA,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4105805,COLOMBO,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5106000,NORTELÂNDIA,FIXED,02-05,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2803401,JAPOATÃ,FIXED,02-06,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2807600,UMBAÚBA,FIXED,02-06,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3300209,ARARUAMA,FIXED,02-06,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2805703,PROPRIÁ,FIXED,02-07,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2611903,RIO FORMOSO,FIXED,02-07,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5000203,ÁGUA CLARA,FIXED,02-08,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4113205,LAPA,FIXED,02-09,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4211876,PAIAL,FIXED,02-09,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2511301,PIANCÓ,FIXED,02-09,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3168903,TIROS,FIXED,02-10,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2311306,QUIXADÁ,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2908002,COARACI,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3500402,ÁGUAS DA PRATA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3200102,AFONSO CLÁUDIO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3520004,IGARAÇU DO TIETÊ,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3542107,RAFARD,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MS,5000708,ANASTÁCIO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PE,2604304,CEDRO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2404705,IPANGUAÇU,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4200903,ANGELINA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4300802,ANTÔNIO PRADO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4303202,CACIQUE DOBLE,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4303400,CAIÇARA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4304630,CAPÃO DA CANOA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4312757,NOVA ALVORADA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4315453,RELVADO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4322806,VERANÓPOLIS,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2913804,IPECAETÁ,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3519501,IBIRAREMA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4127957,TUPÃSSI,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3171204,VESPASIANO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4204707,CUNHA PORÃ,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4205175,ENTRE RIOS,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4210209,MAJOR GERCINO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3118205,CONQUISTA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3139904,MARIA DA FÉ,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3161908,SÃO GONÇALO DO RIO ABAIXO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2805307,PIRAMBU,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2804706,NOSSA SENHORA DE LOURDES,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100379,ALTO ALEGRE DOS PARECIS,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4119806,PLANALTO,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4118105,PARANACITY,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4101804,ARAUCÁRIA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4101408,APUCARANA,FIXED,02-11,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3129004,GUIRICEMA,FIXED,02-12,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2509800,MULUNGU,FIXED,02-12,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4308003,FAXINAL DO SOTURNO,FIXED,02-12,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4217808,TAIÓ,FIXED,02-12,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1500859,ANAPU,FIXED,02-12,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1506195,RURÓPOLIS,FIXED,02-12,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1101302,MIRANTE DA SERRA,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2301000,AQUIRAZ,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100502,NOVO HORIZONTE DO OESTE,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1101500,SERINGUEIRAS,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1101203,MINISTRO ANDREAZZA,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1101005,GOVERNADOR JORGE TEIXEIRA,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100072,CORUMBIARA,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100809,CANDEIAS DO JAMARI,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100700,CAMPO NOVO DE RONDÔNIA,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100601,CACAULÂNDIA,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1100403,ALTO PARAÍSO,FIXED,02-13,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3111804,CANÁPOLIS,FIXED,02-14,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AL,2702405,DELMIRO GOUVEIA,FIXED,02-14,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3110004,CAETÉ,FIXED,02-14,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RO,1101401,MONTE NEGRO,FIXED,02-14,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PA,1508209,VIGIA,FIXED,02-14,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4208500,ITUPORANGA,FIXED,02-14,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4208401,ITAPIRANGA,FIXED,02-14,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5102702,CANARANA,FIXED,02-15,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2106508,MATINHA,FIXED,02-15,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4217204,SÃO MIGUEL DO OESTE,FIXED,02-15,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4106407,CORNÉLIO PROCÓPIO,FIXED,02-15,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4125100,SÃO JOÃO DO TRIUNFO,FIXED,02-15,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3153905,RAPOSOS,FIXED,02-16,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4215406,SALTO VELOSO,FIXED,02-16,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4300109,AGUDO,FIXED,02-16,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4301404,ARVOREZINHA,FIXED,02-16,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4203907,CAPINZAL,FIXED,02-17,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4301909,BARRA DO RIBEIRO,FIXED,02-17,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4219200,VIDAL RAMOS,FIXED,02-17,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4319703,SÃO VALENTIM,FIXED,02-17,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3304151,QUISSAMÃ,FIXED,02-17,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3162302,SÃO JOÃO DA MATA,FIXED,02-17,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,ES,3202702,ITAGUAÇU,FIXED,02-17,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3523800,ITOBI,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3554904,TRÊS FRONTEIRAS,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3553005,TAGUAÍ,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3551207,SARUTAIÁ,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3545100,SALMOURÃO,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3537602,PERUÍBE,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3536109,PARDINHO,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3527702,LUIZIÂNIA,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3515004,EMBU,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3522505,ITAPEVI,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RN,2408201,NÍSIA FLORESTA,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3512100,COLÔMBIA,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3510104,CÂNDIDO RODRIGUES,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3509205,CAJAMAR,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3504602,BADY BASSITT,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3556909,VISTA ALEGRE DO ALTO,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4107405,ENÉAS MARQUES,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4123006,SALTO DO LONTRA,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3544707,SAGRES,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3510906,CÁSSIA DOS COQUEIROS,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,AM,1301803,IPIXUNA,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4213104,PIRATUBA,FIXED,02-18,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4217907,TANGARÁ,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2516003,SOLÂNEA,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3551900,SEVERÍNIA,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SE,2805604,PORTO DA FOLHA,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4216404,SÃO JOÃO DO SUL,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3159209,SANTA RITA DE CALDAS,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3553500,TAPIRAÍ,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2500908,ARARA,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3552809,TABOÃO DA SERRA,FIXED,02-19,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,TO,1711902,LAGOA DA CONFUSÃO,FIXED,02-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PR,4112959,JURANDA,FIXED,02-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4219705,XAXIM,FIXED,02-20,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2920908,MASCOTE,FIXED,02-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MA,2108108,PAULO RAMOS,FIXED,02-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3525805,JÚLIO MESQUITA,FIXED,02-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PI,2205201,JAICÓS,FIXED,02-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,PB,2509800,MULUNGU,FIXED,02-21,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3102605,ANDRADAS,FIXED,02-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2900108,ABAÍRA,FIXED,02-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2928901,SÃO DESIDÉRIO,FIXED,02-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5105002,JAURU,FIXED,02-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3550407,SÃO PEDRO,FIXED,02-22,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,CE,2302305,BELA CRUZ,FIXED,02-23,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2925253,PONTO NOVO,FIXED,02-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2925758,PRESIDENTE TANCREDO NEVES,FIXED,02-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2930774,SOBRADINHO,FIXED,02-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2917334,IUIÚ,FIXED,02-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3156809,SABINÓPOLIS,FIXED,02-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2906824,CANUDOS,FIXED,02-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,BA,2902658,BANZAÊ,FIXED,02-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MG,3112307,CAPELINHA,FIXED,02-24,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SC,4219507,XANXERÊ,FIXED,02-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,MT,5105622,MIRASSOL D'OESTE,FIXED,02-27,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4311809,MARAU,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4310009,IBIRUBÁ,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4313904,PANAMBI,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4307708,ESTEIO,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4319901,SAPIRANGA,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RJ,3303807,PARATY,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3552007,SILVEIRAS,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3536505,PAULÍNIA,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3542701,RESTINGA,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3545001,SALESÓPOLIS,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,SP,3551306,SEBASTIANÓPOLIS DO SUL,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4309605,HORIZONTINA,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4304713,CARAÁ,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4316600,SANANDUVA,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4304903,CASCA,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
HOLIDAY,CITY,BR,RS,4306007,CRISSIUMAL,FIXED,02-28,Feriado municipal,,,FEBRABAN,,,,,,
